neighborhood_name,neighborhood_clean,neighborhood_normalized,district,province,source,osm_type,lat,lon
Salbaş,salbaş,salbas,Aladağ,Adana,osm_overpass,quarter,37.1102933,35.112182
Salbaş Esentepe,salbaş esentepe,salbas esentepe,Aladağ,Adana,osm_overpass,suburb,37.1190723,35.1239973
Sarıağaç,sarıağaç,sariagac,Aladağ,Adana,osm_overpass,neighbourhood,37.4579547,35.5200863
Sarıhamzalı,sarıhamzalı,sarihamzali,Aladağ,Adana,osm_overpass,suburb,36.9782976,35.2246829
Sarısakal,sarısakal,sarisakal,Aladağ,Adana,osm_overpass,suburb,37.0125204,35.8054366
Sarıyakup,sarıyakup,sariyakup,Aladağ,Adana,osm_overpass,suburb,36.9820892,35.329113
Sarıyakuplu,sarıyakuplu,sariyakuplu,Aladağ,Adana,osm_overpass,neighbourhood,37.9865742,36.0409498
Sarız,sarız,sariz,Aladağ,Adana,osm_overpass,neighbourhood,37.8112758,35.7052714
Sarıçam,sarıçam,saricam,Aladağ,Adana,osm_overpass,suburb,36.9925102,35.3540468
Selahattin Eyyubi,selahattin eyyubi,selahattin eyyubi,Aladağ,Adana,osm_overpass,suburb,37.0088586,35.3705691
Selampınar,selampınar,selampinar,Aladağ,Adana,osm_overpass,suburb,37.2569048,35.0571333
Serinevler,serinevler,serinevler,Aladağ,Adana,osm_overpass,suburb,36.8715789,35.244956
Seyhan,seyhan,seyhan,Aladağ,Adana,osm_overpass,suburb,36.9658379,35.3328895
Sinanpaşa Mah.,sinanpaşa,sinanpasa,Aladağ,Adana,osm_overpass,suburb,37.5465243,35.394306
Sivişli,sivişli,sivisli,Aladağ,Adana,osm_overpass,neighbourhood,37.4884633,35.1577865
Sofudede,sofudede,sofudede,Aladağ,Adana,osm_overpass,neighbourhood,37.4214724,35.2744183
Solakkadirli,solakkadirli,solakkadirli,Aladağ,Adana,osm_overpass,neighbourhood,37.2866181,35.2729902
Solaklı,solaklı,solakli,Aladağ,Adana,osm_overpass,quarter,36.8065107,35.336982
Solaklı Cumhuriyet Mah.,solaklı cumhuriyet,solakli cumhuriyet,Aladağ,Adana,osm_overpass,suburb,36.8068983,35.3340099
Solaklı Hürriyet Mah.,solaklı hürriyet,solakli hurriyet,Aladağ,Adana,osm_overpass,suburb,36.8041136,35.3381261
Soğukoluk,soğukoluk,sogukoluk,Aladağ,Adana,osm_overpass,neighbourhood,37.6037773,35.2465975
Sucuzade,sucuzade,sucuzade,Aladağ,Adana,osm_overpass,suburb,36.9801694,35.3210449
Suluca,suluca,suluca,Aladağ,Adana,osm_overpass,quarter,36.9749005,35.5697393
Söğütlü,söğütlü,sogutlu,Aladağ,Adana,osm_overpass,suburb,37.0014904,35.2057876
Sülemişli,sülemişli,sulemisli,Aladağ,Adana,osm_overpass,suburb,37.8491756,35.9391385
Sülmen,sülmen,sulmen,Aladağ,Adana,osm_overpass,neighbourhood,37.8917637,36.2214625
Sümer,sümer,sumer,Aladağ,Adana,osm_overpass,suburb,37.0134506,35.3183841
Sürmeliler,sürmeliler,surmeliler,Aladağ,Adana,osm_overpass,neighbourhood,37.3638302,35.1437026
Tabanlı,tabanlı,tabanli,Aladağ,Adana,osm_overpass,neighbourhood,37.4206583,35.2140453
Tahsilli,tahsilli,tahsilli,Aladağ,Adana,osm_overpass,suburb,37.0002907,35.3587245
Tanrıverdi,tanrıverdi,tanriverdi,Aladağ,Adana,osm_overpass,neighbourhood,36.8032888,35.3101659
Tapantepe,tapantepe,tapantepe,Aladağ,Adana,osm_overpass,neighbourhood,37.0790919,35.1761734
Tarsuslu,tarsuslu,tarsuslu,Aladağ,Adana,osm_overpass,neighbourhood,37.2996096,35.6660145
Tavşantepe,tavşantepe,tavsantepe,Aladağ,Adana,osm_overpass,suburb,37.4427539,35.8265
Taş,taş,tas,Aladağ,Adana,osm_overpass,suburb,37.444743,35.8148278
Tekdam,tekdam,tekdam,Aladağ,Adana,osm_overpass,neighbourhood,37.3154993,35.4949593
Tellidere,tellidere,tellidere,Aladağ,Adana,osm_overpass,suburb,37.0223597,35.2968406
Tepebağ,tepebağ,tepebag,Aladağ,Adana,osm_overpass,suburb,36.9880197,35.3274822
Toklular,toklular,toklular,Aladağ,Adana,osm_overpass,neighbourhood,37.3638875,35.8070132
Topallar,topallar,topallar,Aladağ,Adana,osm_overpass,neighbourhood,37.3295495,35.7580591
Topçular,topçular,topcular,Aladağ,Adana,osm_overpass,neighbourhood,37.4085509,35.5445479
Toros,toros,toros,Aladağ,Adana,osm_overpass,suburb,37.0395088,35.2991442
Torunlar,torunlar,torunlar,Aladağ,Adana,osm_overpass,neighbourhood,37.3112498,35.7984728
Tufanli,tufanli,tufanli,Aladağ,Adana,osm_overpass,neighbourhood,37.7856663,36.003379
Tufanpaşa,tufanpaşa,tufanpasa,Aladağ,Adana,osm_overpass,suburb,37.4514081,35.8157539
Tuna,tuna,tuna,Aladağ,Adana,osm_overpass,suburb,37.2580103,35.6638203
Tömek,tömek,tomek,Aladağ,Adana,osm_overpass,neighbourhood,37.0497669,35.1232605
Türkeli,türkeli,turkeli,Aladağ,Adana,osm_overpass,suburb,37.4637157,35.8281323
Türkocağı,türkocağı,turkocagi,Aladağ,Adana,osm_overpass,suburb,36.9819864,35.3333187
Tılan,tılan,tilan,Aladağ,Adana,osm_overpass,neighbourhood,37.2952001,35.8081241
Ulubatlı Hasan,ulubatlı hasan,ulubatli hasan,Aladağ,Adana,osm_overpass,suburb,37.0050483,35.3807976
Ulucamii,ulucamii,ulucamii,Aladağ,Adana,osm_overpass,suburb,36.9852431,35.3318166
Ulus,ulus,ulus,Aladağ,Adana,osm_overpass,suburb,37.0271966,35.8236421
Ustahasanlar,ustahasanlar,ustahasanlar,Aladağ,Adana,osm_overpass,neighbourhood,37.1138227,35.5291843
Uçak,uçak,ucak,Aladağ,Adana,osm_overpass,suburb,36.9854831,35.2785586
Varsaklar,varsaklar,varsaklar,Aladağ,Adana,osm_overpass,suburb,37.4474899,35.7925326
Venk,venk,venk,Aladağ,Adana,osm_overpass,neighbourhood,37.9629613,36.0237193
Yakapınar,yakapınar,yakapinar,Aladağ,Adana,osm_overpass,suburb,36.9586275,35.6084713
Yamaçlı,yamaçlı,yamacli,Aladağ,Adana,osm_overpass,suburb,36.9771182,35.3428458
Yarsuat,yarsuat,yarsuat,Aladağ,Adana,osm_overpass,suburb,37.0440708,35.8095231
Yarımoğlu,yarımoğlu,yarimoglu,Aladağ,Adana,osm_overpass,suburb,37.4429421,35.8149488
Yavuz Sultan Selim,yavuz sultan selim,yavuz sultan selim,Aladağ,Adana,osm_overpass,suburb,37.0408505,35.4208235
Yavuzlar,yavuzlar,yavuzlar,Aladağ,Adana,osm_overpass,suburb,37.0015931,35.3454208
yayla,yayla,yayla,Aladağ,Adana,osm_overpass,neighbourhood,37.4939581,35.3675062
Yağlıören,yağlıören,yaglioren,Aladağ,Adana,osm_overpass,neighbourhood,37.404214,35.5763282
Yedigöz,yedigöz,yedigoz,Aladağ,Adana,osm_overpass,neighbourhood,37.9229693,35.6161996
Yeni,yeni,yeni,Aladağ,Adana,osm_overpass,suburb,36.9862068,35.4371303
Yeni Konacık,yeni konacık,yeni konacik,Aladağ,Adana,osm_overpass,suburb,37.4225653,34.8452639
Yeni Mahalle,yeni mahalle,yeni mahalle,Aladağ,Adana,osm_overpass,suburb,37.1089745,35.113883
Yenibaraj,yenibaraj,yenibaraj,Aladağ,Adana,osm_overpass,suburb,37.0223561,35.3194396
Yenibey,yenibey,yenibey,Aladağ,Adana,osm_overpass,suburb,36.970844,35.3263235
Yenicami,yenicami,yenicami,Aladağ,Adana,osm_overpass,suburb,38.2638869,36.2219155
Yenidoğan,yenidoğan,yenidogan,Aladağ,Adana,osm_overpass,suburb,36.9880883,35.3846454
Yenievler,yenievler,yenievler,Aladağ,Adana,osm_overpass,neighbourhood,37.2254668,35.6511712
Yenimahalle,yenimahalle,yenimahalle,Aladağ,Adana,osm_overpass,suburb,37.0176312,35.2439688
Yeşil Bağlar,yeşil bağlar,yesil baglar,Aladağ,Adana,osm_overpass,suburb,36.9711526,35.3626727
Yeşil Düşmüş Mah.,yeşil düşmüş,yesil dusmus,Aladağ,Adana,osm_overpass,suburb,37.8140898,35.9092212
Yeşilbağlar Mah.,yeşilbağlar,yesilbaglar,Aladağ,Adana,osm_overpass,suburb,37.9859464,36.0886575
Yeşilevler,yeşilevler,yesilevler,Aladağ,Adana,osm_overpass,suburb,37.0035123,35.2841806
Yeşiloba,yeşiloba,yesiloba,Aladağ,Adana,osm_overpass,suburb,36.9990569,35.2370166
Yeşilova,yeşilova,yesilova,Aladağ,Adana,osm_overpass,quarter,37.2265013,35.7501125
Yeşiltepe,yeşiltepe,yesiltepe,Aladağ,Adana,osm_overpass,suburb,37.0335374,35.4061812
Yeşilyurt,yeşilyurt,yesilyurt,Aladağ,Adana,osm_overpass,suburb,37.0191389,35.3086852
Yeşilyuva,yeşilyuva,yesilyuva,Aladağ,Adana,osm_overpass,suburb,36.9852431,35.3143072
Yukarı Kayhan,yukarı kayhan,yukari kayhan,Aladağ,Adana,osm_overpass,neighbourhood,37.3898529,35.8286532
Yunus Emre,yunus emre,yunus emre,Aladağ,Adana,osm_overpass,suburb,36.9780439,35.356965
Yunusoğlu,yunusoğlu,yunusoglu,Aladağ,Adana,osm_overpass,quarter,36.8156967,35.2781064
Yunusoğlu Cumhuriyet Mah.,yunusoğlu cumhuriyet,yunusoglu cumhuriyet,Aladağ,Adana,osm_overpass,suburb,36.8147327,35.2770318
Yunusoğlu Hürriyet,yunusoğlu hürriyet,yunusoglu hurriyet,Aladağ,Adana,osm_overpass,suburb,36.8169784,35.278414
Yurt,yurt,yurt,Aladağ,Adana,osm_overpass,suburb,37.0421391,35.2876665
Yörükler,yörükler,yorukler,Aladağ,Adana,osm_overpass,neighbourhood,37.1588031,35.6046295
Yürekli,yürekli,yurekli,Aladağ,Adana,osm_overpass,suburb,36.9884213,35.5103596
Yüzüncüyıl,yüzüncüyıl,yuzuncuyil,Aladağ,Adana,osm_overpass,suburb,37.0440515,35.2458702
Yıldırım Beyazıt,yıldırım beyazıt,yildirim beyazit,Aladağ,Adana,osm_overpass,suburb,37.0261944,35.4005904
Zafer,zafer,zafer,Aladağ,Adana,osm_overpass,suburb,37.4277436,34.8720722
Zeynepli,zeynepli,zeynepli,Aladağ,Adana,osm_overpass,neighbourhood,36.7365055,35.5782172
Zeynepoğlu,zeynepoğlu,zeynepoglu,Aladağ,Adana,osm_overpass,neighbourhood,37.4314917,35.3033448
Ziyapaşa,ziyapaşa,ziyapasa,Aladağ,Adana,osm_overpass,suburb,37.0098524,35.3291988
Ziyelli,ziyelli,ziyelli,Aladağ,Adana,osm_overpass,neighbourhood,37.7931007,35.8027267
Zübeyde Hanım,zübeyde hanım,zubeyde hanim,Aladağ,Adana,osm_overpass,suburb,37.0317532,35.8137287
Çamdere,çamdere,camdere,Aladağ,Adana,osm_overpass,neighbourhood,37.6267656,35.8488632
Çamlıbel,çamlıbel,camlibel,Aladağ,Adana,osm_overpass,suburb,36.9982343,35.3849887
Çanaklı,çanaklı,canakli,Aladağ,Adana,osm_overpass,suburb,37.4541032,35.7939878
Çarkıpare,çarkıpare,carkipare,Aladağ,Adana,osm_overpass,suburb,37.0681131,35.3853975
Çataoluk Yaylası,çataoluk yaylası,cataoluk yaylasi,Aladağ,Adana,osm_overpass,neighbourhood,37.7942502,35.7798583
Çavuşa,çavuşa,cavusa,Aladağ,Adana,osm_overpass,neighbourhood,37.3303362,35.7663131
Çeceli,çeceli,ceceli,Aladağ,Adana,osm_overpass,suburb,37.2518458,35.0618999
Çevlik,çevlik,cevlik,Aladağ,Adana,osm_overpass,neighbourhood,37.3920246,35.0375676
Çiftlik,çiftlik,ciftlik,Aladağ,Adana,osm_overpass,neighbourhood,38.1218589,36.1110075
Çolak Hasan,çolak hasan,colak hasan,Aladağ,Adana,osm_overpass,neighbourhood,37.3674518,35.8035371
Çorcular,çorcular,corcular,Aladağ,Adana,osm_overpass,neighbourhood,37.7719625,36.0016367
Çukurkamış,çukurkamış,cukurkamis,Aladağ,Adana,osm_overpass,neighbourhood,37.1362008,35.7558256
Çungurlu,çungurlu,cungurlu,Aladağ,Adana,osm_overpass,neighbourhood,37.1228254,35.2092223
Çöbük,çöbük,cobuk,Aladağ,Adana,osm_overpass,neighbourhood,37.384685,35.5810261
Çömekli,çömekli,comekli,Aladağ,Adana,osm_overpass,neighbourhood,37.478928,35.195213
Çömrük,çömrük,comruk,Aladağ,Adana,osm_overpass,neighbourhood,37.6085599,35.5967615
Çınarlı,çınarlı,cinarli,Aladağ,Adana,osm_overpass,suburb,37.0717705,35.3935739
Ören,ören,oren,Aladağ,Adana,osm_overpass,suburb,36.7687207,35.787719
Özgür,özgür,ozgur,Aladağ,Adana,osm_overpass,suburb,36.9888082,35.3571367
Özler,özler,ozler,Aladağ,Adana,osm_overpass,suburb,36.9105375,35.5662027
Üçdut,üçdut,ucdut,Aladağ,Adana,osm_overpass,quarter,37.2495955,35.7475055
Üçhüyük,üçhüyük,uchuyuk,Aladağ,Adana,osm_overpass,neighbourhood,37.2726266,35.7808944
Şahin Özbilen,şahin özbilen,sahin ozbilen,Aladağ,Adana,osm_overpass,suburb,37.0349878,35.8294746
Şahintepe,şahintepe,sahintepe,Aladağ,Adana,osm_overpass,suburb,37.0311588,35.4144768
Şahintepesi,şahintepesi,sahintepesi,Aladağ,Adana,osm_overpass,neighbourhood,37.6370576,34.9839234
Şakirpaşa,şakirpaşa,sakirpasa,Aladağ,Adana,osm_overpass,suburb,36.9915847,35.2821635
Şambayadı,şambayadı,sambayadi,Aladağ,Adana,osm_overpass,suburb,37.0425121,35.1982698
Şarıklı,şarıklı,sarikli,Aladağ,Adana,osm_overpass,neighbourhood,37.2071057,35.3621892
Şehit Erkut Akbay,şehit erkut akbay,sehit erkut akbay,Aladağ,Adana,osm_overpass,suburb,36.998577,35.3750323
Şehit Hacı İbrahim,şehit hacı i̇brahim,sehit haci i̇brahim,Aladağ,Adana,osm_overpass,suburb,37.035967,35.8156559
Şehitduran,şehitduran,sehitduran,Aladağ,Adana,osm_overpass,suburb,36.9750611,35.3317308
Şevkiye,şevkiye,sevkiye,Aladağ,Adana,osm_overpass,suburb,37.4491619,35.8055469
Şeyhganim,şeyhganim,seyhganim,Aladağ,Adana,osm_overpass,neighbourhood,36.7392796,35.5116856
19 Mayıs,19 mayıs,19 mayis,Ceyhan,Adana,osm_overpass,suburb,36.9774268,35.3637886
2000 Evler,2000 evler,2000 evler,Ceyhan,Adana,osm_overpass,suburb,37.0289578,35.2656922
Abacılar,abacılar,abacilar,Ceyhan,Adana,osm_overpass,neighbourhood,37.0972102,35.1571727
Abdilli,abdilli,abdilli,Ceyhan,Adana,osm_overpass,neighbourhood,37.3332623,35.231148
Abdiluşağı,abdiluşağı,abdilusagi,Ceyhan,Adana,osm_overpass,neighbourhood,37.3138865,35.598557
Abdioğlu,abdioğlu,abdioglu,Ceyhan,Adana,osm_overpass,quarter,36.9096872,35.5657486
Abdioğlu Cumhuriyet Mah.,abdioğlu cumhuriyet,abdioglu cumhuriyet,Ceyhan,Adana,osm_overpass,suburb,36.9086652,35.5647977
Acıdere,acıdere,acidere,Ceyhan,Adana,osm_overpass,suburb,36.9773106,35.5734772
Acıdere OSB,acıdere osb,acidere osb,Ceyhan,Adana,osm_overpass,suburb,36.9695411,35.5961751
Adalet,adalet,adalet,Ceyhan,Adana,osm_overpass,suburb,37.2615096,35.6629092
Ahmet Remzi Yüreğir,ahmet remzi yüreğir,ahmet remzi yuregir,Ceyhan,Adana,osm_overpass,suburb,36.9971717,35.30375
Akdeniz,akdeniz,akdeniz,Ceyhan,Adana,osm_overpass,suburb,36.7761733,35.7967353
Akkapı,akkapı,akkapi,Ceyhan,Adana,osm_overpass,suburb,36.9645693,35.3077411
Akkoca,akkoca,akkoca,Ceyhan,Adana,osm_overpass,neighbourhood,37.6061699,35.6210285
Akmaşat,akmaşat,akmasat,Ceyhan,Adana,osm_overpass,neighbourhood,37.1786325,35.7308201
Akpınar,akpınar,akpinar,Ceyhan,Adana,osm_overpass,suburb,37.5242457,35.402761
Aktaşalanı,aktaşalanı,aktasalani,Ceyhan,Adana,osm_overpass,neighbourhood,38.3542087,36.2728774
Akyuva,akyuva,akyuva,Ceyhan,Adana,osm_overpass,suburb,36.780647,35.8076391
Akıncılar,akıncılar,akincilar,Ceyhan,Adana,osm_overpass,suburb,36.9977544,35.3522872
Aliağalar,aliağalar,aliagalar,Ceyhan,Adana,osm_overpass,neighbourhood,37.3240715,35.7909898
Alidede,alidede,alidede,Ceyhan,Adana,osm_overpass,suburb,36.9818835,35.3261947
Alifakılı,alifakılı,alifakili,Ceyhan,Adana,osm_overpass,neighbourhood,37.5477928,35.6935501
Altıocak,altıocak,altiocak,Ceyhan,Adana,osm_overpass,suburb,37.0479264,35.8166872
Anadolu,anadolu,anadolu,Ceyhan,Adana,osm_overpass,suburb,36.9795181,35.352888
Arapismaildamı Yaylası,arapismaildamı yaylası,arapismaildami yaylasi,Ceyhan,Adana,osm_overpass,neighbourhood,38.03705,35.96136
Arslanpaşa,arslanpaşa,arslanpasa,Ceyhan,Adana,osm_overpass,suburb,37.4459481,35.8195545
Atakent,atakent,atakent,Ceyhan,Adana,osm_overpass,suburb,36.9915847,35.3715133
Atatürk,atatürk,ataturk,Ceyhan,Adana,osm_overpass,suburb,37.0254387,35.8097743
Avluk,avluk,avluk,Ceyhan,Adana,osm_overpass,neighbourhood,37.7000699,35.75037
Ayas,ayas,ayas,Ceyhan,Adana,osm_overpass,suburb,36.7688293,35.7903853
Aydemiroğlu,aydemiroğlu,aydemiroglu,Ceyhan,Adana,osm_overpass,suburb,37.0330628,35.8153308
Aydınlar,aydınlar,aydinlar,Ceyhan,Adana,osm_overpass,neighbourhood,36.7369233,34.9904284
Aydınlı,aydınlı,aydinli,Ceyhan,Adana,osm_overpass,neighbourhood,37.3249487,35.211364
Aynalıçeşme,aynalıçeşme,aynalicesme,Ceyhan,Adana,osm_overpass,neighbourhood,37.8657319,36.0378814
Ağcakise Yaylası,ağcakise yaylası,agcakise yaylasi,Ceyhan,Adana,osm_overpass,neighbourhood,37.5370084,35.4255362
Ağlıboğaz,ağlıboğaz,aglibogaz,Ceyhan,Adana,osm_overpass,suburb,37.473585,35.8348997
Ağpınar,ağpınar,agpinar,Ceyhan,Adana,osm_overpass,neighbourhood,38.3664107,36.2438992
Aşağı Kayhan,aşağı kayhan,asagi kayhan,Ceyhan,Adana,osm_overpass,neighbourhood,37.3763861,35.8267201
Aşağıyörükler,aşağıyörükler,asagiyorukler,Ceyhan,Adana,osm_overpass,suburb,37.2789871,35.0648146
Bahçelievler,bahçelievler,bahcelievler,Ceyhan,Adana,osm_overpass,suburb,36.9660094,35.3583812
Bahçeşehir,bahçeşehir,bahcesehir,Ceyhan,Adana,osm_overpass,suburb,37.0289723,35.243785
Balcalı,balcalı,balcali,Ceyhan,Adana,osm_overpass,suburb,37.0544136,35.3648913
Barbaros,barbaros,barbaros,Ceyhan,Adana,osm_overpass,suburb,36.9677924,35.3225898
Barış,barış,baris,Ceyhan,Adana,osm_overpass,suburb,37.0039236,35.2758979
Bağlar,bağlar,baglar,Ceyhan,Adana,osm_overpass,suburb,37.4549117,35.8399848
Başak,başak,basak,Ceyhan,Adana,osm_overpass,suburb,36.9833919,35.3637886
Başpınar,başpınar,baspinar,Ceyhan,Adana,osm_overpass,suburb,37.521345,35.391477
Bekdeş,bekdeş,bekdes,Ceyhan,Adana,osm_overpass,neighbourhood,37.6871784,35.6927615
Bekirli,bekirli,bekirli,Ceyhan,Adana,osm_overpass,neighbourhood,37.1348323,36.0216379
Belbaşı,belbaşı,belbasi,Ceyhan,Adana,osm_overpass,neighbourhood,38.20773,36.3474475
Belediye Evleri,belediye evleri,belediye evleri,Ceyhan,Adana,osm_overpass,suburb,37.048301,35.8058431
Bey,bey,bey,Ceyhan,Adana,osm_overpass,suburb,36.9659408,35.3171396
Beyazevler,beyazevler,beyazevler,Ceyhan,Adana,osm_overpass,suburb,37.0308167,35.3178467
Beyceli,beyceli,beyceli,Ceyhan,Adana,osm_overpass,suburb,37.0497995,35.4241271
Beşocak,beşocak,besocak,Ceyhan,Adana,osm_overpass,suburb,36.9796552,35.3267097
Birkent Celiluşağı,birkent celiluşağı,birkent celilusagi,Ceyhan,Adana,osm_overpass,quarter,37.2143317,35.9922677
Birkent Eskikent,birkent eskikent,birkent eskikent,Ceyhan,Adana,osm_overpass,quarter,37.2082944,36.0255271
Birkent Yenikent,birkent yenikent,birkent yenikent,Ceyhan,Adana,osm_overpass,quarter,37.2067221,36.0427577
Bota,bota,bota,Ceyhan,Adana,osm_overpass,suburb,37.0383318,35.8103022
Boynuyoğun,boynuyoğun,boynuyogun,Ceyhan,Adana,osm_overpass,suburb,37.0591562,35.4212106
Burhaniye,burhaniye,burhaniye,Ceyhan,Adana,osm_overpass,suburb,37.0223033,35.8179679
Buruk,buruk,buruk,Ceyhan,Adana,osm_overpass,quarter,37.0394649,35.4545561
Buruk Cumhuriyet,buruk cumhuriyet,buruk cumhuriyet,Ceyhan,Adana,osm_overpass,suburb,37.0381814,35.451125
Bürücek,bürücek,burucek,Ceyhan,Adana,osm_overpass,quarter,37.3482623,34.8251507
Büyükkırım,büyükkırım,buyukkirim,Ceyhan,Adana,osm_overpass,suburb,37.0233561,35.8120659
Cananlı,cananlı,cananli,Ceyhan,Adana,osm_overpass,neighbourhood,37.3315732,35.258925
Cemalpaşa,cemalpaşa,cemalpasa,Ceyhan,Adana,osm_overpass,suburb,37.0031011,35.3295421
Cevherli,cevherli,cevherli,Ceyhan,Adana,osm_overpass,neighbourhood,37.2616127,35.2591503
Ceyhan,ceyhan,ceyhan,Ceyhan,Adana,manual,neighbourhood,,
Cingöz,cingöz,cingoz,Ceyhan,Adana,osm_overpass,neighbourhood,37.3687498,35.2619
Civantayak,civantayak,civantayak,Ceyhan,Adana,osm_overpass,suburb,37.0346512,35.8119415
Cumhuriyet,cumhuriyet,cumhuriyet,Ceyhan,Adana,osm_overpass,suburb,37.0156558,35.8279457
Cırnazlı,cırnazlı,cirnazli,Ceyhan,Adana,osm_overpass,neighbourhood,37.5085684,35.5785853
Dadaloğlu,dadaloğlu,dadaloglu,Ceyhan,Adana,osm_overpass,suburb,37.0030668,35.3632307
Damderesi,damderesi,damderesi,Ceyhan,Adana,osm_overpass,neighbourhood,37.9076036,35.942502
Dağcı,dağcı,dagci,Ceyhan,Adana,osm_overpass,suburb,36.9836301,35.5175035
Dağlıcak,dağlıcak,daglicak,Ceyhan,Adana,osm_overpass,neighbourhood,37.5471548,35.832231
Dağlıoğlu,dağlıoğlu,daglioglu,Ceyhan,Adana,osm_overpass,suburb,36.9735526,35.3109169
Dede Korkut,dede korkut,dede korkut,Ceyhan,Adana,osm_overpass,suburb,36.9849688,35.3499269
Demetevler,demetevler,demetevler,Ceyhan,Adana,osm_overpass,suburb,36.9982,35.2847385
Denizler,denizler,denizler,Ceyhan,Adana,osm_overpass,neighbourhood,37.3153887,35.7855799
Denizli,denizli,denizli,Ceyhan,Adana,osm_overpass,suburb,37.0034095,35.2989864
Dereköy,dere,dere,Ceyhan,Adana,osm_overpass,neighbourhood,37.2752096,35.131398
Dervişler,dervişler,dervisler,Ceyhan,Adana,osm_overpass,suburb,36.9977544,35.3628444
Devrişiye,devrişiye,devrisiye,Ceyhan,Adana,osm_overpass,suburb,36.7727766,35.7928864
Doğankent,doğankent,dogankent,Ceyhan,Adana,osm_overpass,quarter,36.8448092,35.3392419
Doğankent Bahçelievler Mah.,doğankent bahçelievler,dogankent bahcelievler,Ceyhan,Adana,osm_overpass,suburb,36.8434321,35.3336562
Doğankent Cumhuriyet,doğankent cumhuriyet,dogankent cumhuriyet,Ceyhan,Adana,osm_overpass,suburb,36.8438173,35.3413716
Doğankent Kışla Mah.,doğankent kışla,dogankent kisla,Ceyhan,Adana,osm_overpass,suburb,36.8500039,35.3391147
Dumlupınar,dumlupınar,dumlupinar,Ceyhan,Adana,osm_overpass,suburb,36.9804437,35.3023767
Döşeme,döşeme,doseme,Ceyhan,Adana,osm_overpass,suburb,36.9950124,35.3137064
Elifçeler,elifçeler,elifceler,Ceyhan,Adana,osm_overpass,neighbourhood,37.4126414,35.5251503
Emek,emek,emek,Ceyhan,Adana,osm_overpass,suburb,37.0405565,35.8318717
Emirgazi,emirgazi,emirgazi,Ceyhan,Adana,osm_overpass,neighbourhood,38.1616405,36.0203482
Emirler,emirler,emirler,Ceyhan,Adana,osm_overpass,neighbourhood,37.9840078,35.990138
Eseler,eseler,eseler,Ceyhan,Adana,osm_overpass,neighbourhood,37.5425527,35.6358826
Esentepe,esentepe,esentepe,Ceyhan,Adana,osm_overpass,suburb,37.0373273,35.4145471
Esirmek,esirmek,esirmek,Ceyhan,Adana,osm_overpass,neighbourhood,37.7320176,36.013026
Eskiköy,eski,eski,Ceyhan,Adana,osm_overpass,neighbourhood,37.3620352,35.1182806
Eski Konacık,eski konacık,eski konacik,Ceyhan,Adana,osm_overpass,suburb,37.3894932,34.8602478
Eski Misis Mah.,eski misis,eski misis,Ceyhan,Adana,osm_overpass,suburb,36.9604878,35.6265825
Eskiveliler,eskiveliler,eskiveliler,Ceyhan,Adana,osm_overpass,neighbourhood,37.3429375,35.6872088
Eğriçam,eğriçam,egricam,Ceyhan,Adana,osm_overpass,neighbourhood,37.3554331,35.5356348
Fatih,fatih,fatih,Ceyhan,Adana,osm_overpass,suburb,37.2550762,35.6622518
Fatih Sultan Mehmet,fatih sultan mehmet,fatih sultan mehmet,Ceyhan,Adana,osm_overpass,suburb,37.0399403,35.8225172
