neighborhood_name,neighborhood_clean,neighborhood_normalized,district,province,source,osm_type,lat,lon
Royal Green,royal green,royal green,Sur,Diyarbakır,osm_overpass,neighbourhood,36.5047472,-4.7092924
Ruana Alta,ruana alta,ruana alta,Sur,Diyarbakır,osm_overpass,neighbourhood,,
Ruana Baja,ruana baja,ruana baja,Sur,Diyarbakır,osm_overpass,neighbourhood,37.2831465,-5.9041925
Rubeltor,rubeltor,rubeltor,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7782179,-4.1054084
Runes,runes,runes,Sur,Diyarbakır,osm_overpass,neighbourhood,38.1795879,-1.3791447
Rusticana,rusticana,rusticana,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6208509,-1.3379806
Río Baúl,río baúl,río baúl,Sur,Diyarbakır,osm_overpass,neighbourhood,37.4258145,-2.9312608
Río de la Miel,río de la miel,río de la miel,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7764736,-3.8006738
Saavedra Galindo,saavedra galindo,saavedra galindo,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4417612,-76.5150359
Sacaba Beach,sacaba beach,sacaba beach,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6795841,-4.4482431
Sacramento,sacramento,sacramento,Sur,Diyarbakır,osm_overpass,suburb,36.5323267,-6.2995343
Sacromonte,sacromonte,sacromonte,Sur,Diyarbakır,osm_overpass,neighbourhood,37.1818723,-3.5849899
Sagrada Familia,sagrada familia,sagrada familia,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7443755,-4.4237368
Sagrario,sagrario,sagrario,Sur,Diyarbakır,osm_overpass,neighbourhood,37.1758256,-3.5992225
Sagunto,sagunto,sagunto,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8945574,-4.7630467
Saladavieja,saladavieja,saladavieja,Sur,Diyarbakır,osm_overpass,neighbourhood,36.4197592,-5.1550984
Saladillo,saladillo,saladillo,Sur,Diyarbakır,osm_overpass,suburb,37.6665542,-1.3562919
Saladillo-Benamara,saladillo-benamara,saladillo-benamara,Sur,Diyarbakır,osm_overpass,suburb,36.4607897,-5.0407478
Salblanca,salblanca,salblanca,Sur,Diyarbakır,osm_overpass,neighbourhood,36.5263434,-4.8967098
Salinas,salinas,salinas,Sur,Diyarbakır,osm_overpass,neighbourhood,36.74635,-4.4902273
Salograr,salograr,salograr,Sur,Diyarbakır,osm_overpass,neighbourhood,37.4618458,-3.8607834
Salomia,salomia,salomia,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4643366,-76.5051788
Salomón Umaña,salomón umaña,salomón umaña,Sur,Diyarbakır,osm_overpass,neighbourhood,3.7268954,-75.4684645
Salto del Agua,salto del agua,salto del agua,Sur,Diyarbakır,osm_overpass,suburb,36.4992596,-4.9941988
San Agustín,san agustín,san agustín,Sur,Diyarbakır,osm_overpass,quarter,38.0882064,-3.6435193
San Alberto,san alberto,san alberto,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7355231,-4.452088
San Amaro,san amaro,san amaro,Sur,Diyarbakır,osm_overpass,suburb,35.8963644,-5.2990182
San Ambrosio,san ambrosio,san ambrosio,Sur,Diyarbakır,osm_overpass,neighbourhood,36.2130508,-5.9980682
San Andrés,san andrés,san andrés,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9864473,-1.1402962
San Andrés - San Pablo,san andrés - san pablo,san andrés - san pablo,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8867323,-4.77347
San Andrés Golf,san andrés golf,san andrés golf,Sur,Diyarbakır,osm_overpass,neighbourhood,36.3577441,-6.1112765
San Antolín,san antolín,san antolín,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9840651,-1.1390271
San Antonio,san antonio,san antonio,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4474138,-76.5385434
San Antonio Abad,san antonio abad,san antonio abad,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6170785,-0.9983281
San Antonio el Pobre,san antonio el pobre,san antonio el pobre,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9328789,-1.1317965
San Antón,san antón,san antón,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9907415,-1.1419311
San Bartolomé,san bartolomé,san bartolomé,Sur,Diyarbakır,osm_overpass,neighbourhood,37.7680743,-3.7914656
San Basilio,san basilio,san basilio,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8755652,-4.7845273
San Benito,san benito,san benito,Sur,Diyarbakır,osm_overpass,neighbourhood,36.70021,-6.1388577
San Benito Abad,san benito abad,san benito abad,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6623889,-5.9950507
San Bernabé,san bernabé,san bernabé,Sur,Diyarbakır,osm_overpass,quarter,36.1411991,-5.4689149
San Bernardo,san bernardo,san bernardo,Sur,Diyarbakır,osm_overpass,neighbourhood,37.3822281,-5.9846823
San Blas,san blas,san blas,Sur,Diyarbakır,osm_overpass,neighbourhood,,
San Carlos,san carlos,san carlos,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6903232,-4.4427636
San Carlos Condote,san carlos condote,san carlos condote,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7012018,-4.4452608
San Carlos-Tartessos,san carlos-tartessos,san carlos-tartessos,Sur,Diyarbakır,osm_overpass,neighbourhood,37.3985002,-5.9717272
San Cayetano,san cayetano,san cayetano,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8165741,-0.8959604
San Cristobal,san cristobal,san cristobal,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4312712,-76.522117
San Cristóbal,san cristóbal,san cristóbal,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6821466,-1.695771
San Daniel,san daniel,san daniel,Sur,Diyarbakır,osm_overpass,neighbourhood,35.8899157,-5.3341234
San Diego,san diego,san diego,Sur,Diyarbakır,osm_overpass,neighbourhood,37.412789,-5.9680824
San Enrique,san enrique,san enrique,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6974903,-6.0984856
San Felipe,san felipe,san felipe,Sur,Diyarbakır,osm_overpass,neighbourhood,37.761697,-3.7983104
San Felipe Neri,san felipe neri,san felipe neri,Sur,Diyarbakır,osm_overpass,neighbourhood,36.725857,-4.4218001
San Fernando,san fernando,san fernando,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6633876,-1.6979549
San Fernando Bajo,san fernando bajo,san fernando bajo,Sur,Diyarbakır,osm_overpass,neighbourhood,3.7312556,-75.4855796
San Francisco,san francisco,san francisco,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7290282,-4.3680447
San Francisco de Raso Espejo,san francisco de raso espejo,san francisco de raso espejo,Sur,Diyarbakır,osm_overpass,neighbourhood,37.4494816,-5.7127754
San Félix,san félix,san félix,Sur,Diyarbakır,osm_overpass,neighbourhood,37.7641419,-3.7867371
San García,san garcía,san garcía,Sur,Diyarbakır,osm_overpass,neighbourhood,36.1109074,-5.4394086
San García-Getares,san garcía-getares,san garcía-getares,Sur,Diyarbakır,osm_overpass,quarter,36.1026369,-5.4478067
San Gil,san gil,san gil,Sur,Diyarbakır,osm_overpass,neighbourhood,37.4016628,-5.9906336
San Ginés,san ginés,san ginés,Sur,Diyarbakır,osm_overpass,neighbourhood,37.953527,-1.176258
San Gonzalo,san gonzalo,san gonzalo,Sur,Diyarbakır,osm_overpass,quarter,38.0930856,-3.6209694
San Ildefonso,san ildefonso,san ildefonso,Sur,Diyarbakır,osm_overpass,neighbourhood,37.7670317,-3.7855409
San Isidoro,san isidoro,san isidoro,Sur,Diyarbakır,osm_overpass,neighbourhood,37.2724285,-5.9322496
San Isidro,san isidro,san isidro,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6556486,-1.0858493
San Jerónimo,san jerónimo,san jerónimo,Sur,Diyarbakır,osm_overpass,neighbourhood,37.4258919,-5.9844904
San Joaquín,san joaquín,san joaquín,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7031159,-6.1278926
San Jorge,san jorge,san jorge,Sur,Diyarbakır,osm_overpass,neighbourhood,,
San José,san josé,san josé,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6682116,-1.7026428
San José Artesano,san josé artesano,san josé artesano,Sur,Diyarbakır,osm_overpass,suburb,38.213744,-1.3617934
San José de La Montaña,san josé de la montaña,san josé de la montaña,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9585793,-1.077636
San José de la Rinconada,san josé de la rinconada,san josé de la rinconada,Sur,Diyarbakır,osm_overpass,suburb,37.4865155,-5.9416528
San José de la Vega,san josé de la vega,san josé de la vega,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9696415,-1.0791283
San José de Malcocinado,san josé de malcocinado,san josé de malcocinado,Sur,Diyarbakır,osm_overpass,quarter,36.3536377,-5.8560348
San José del Viso,san josé del viso,san josé del viso,Sur,Diyarbakır,osm_overpass,neighbourhood,36.711086,-4.4894007
San José Obrero,san josé obrero,san josé obrero,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9681773,-1.2254172
San Juan,san juan,san juan,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6793912,-1.6987697
San Juan Bosco,san juan bosco,san juan bosco,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4440172,-76.5335623
San Juan de Dios,san juan de dios,san juan de dios,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6917265,-6.1518112
San Juan de Hualapata,san juan de hualapata,san juan de hualapata,Sur,Diyarbakır,osm_overpass,neighbourhood,-16.548912,-68.0631354
San Juan-El Albaricocal,san juan-el albaricocal,san juan-el albaricocal,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6624939,-4.5132674
San Judas Tadeo I,san judas tadeo i,san judas tadeo i,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4088022,-76.5240777
San Judas Tadeo II,san judas tadeo ii,san judas tadeo ii,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4134235,-76.5231764
San Julian,san julian,san julian,Sur,Diyarbakır,osm_overpass,neighbourhood,36.4663724,-5.0414055
San Julián,san julián,san julián,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6977946,-1.6391197
San Lorenzo,san lorenzo,san lorenzo,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8902015,-4.768705
San Lucas,san lucas,san lucas,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6839722,-6.1423333
San Luis,san luis,san luis,Sur,Diyarbakır,osm_overpass,suburb,36.8481542,-2.4490302
San Luis II,san luis ii,san luis ii,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4877339,-76.4880514
San Lázaro,san lázaro,san lázaro,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6737356,-1.7051635
San Marcos,san marcos,san marcos,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6858293,-6.1389585
San Marino,san marino,san marino,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4602992,-76.4884367
San Martín,san martín,san martín,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7253119,-4.4500923
San Mateo,san mateo,san mateo,Sur,Diyarbakır,osm_overpass,neighbourhood,37.674865,-1.6970048
San Matías,san matías,san matías,Sur,Diyarbakır,osm_overpass,neighbourhood,37.4037081,-5.9676741
San Miguel,san miguel,san miguel,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9887504,-1.1343217
San Miguel - Capuchinos,san miguel - capuchinos,san miguel - capuchinos,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8859097,-4.7792139
San Miguel - Puente de Hierro,san miguel - puente de hierro,san miguel - puente de hierro,Sur,Diyarbakır,osm_overpass,neighbourhood,37.7462726,-2.5502174
San Millán,san millán,san millán,Sur,Diyarbakır,osm_overpass,neighbourhood,38.0109669,-3.3647548
San Nicolas,san nicolas,san nicolas,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4552347,-76.5228443
San Nicolás,san nicolás,san nicolás,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9862713,-1.1353705
San Pablo A y B,san pablo a y b,san pablo a y b,Sur,Diyarbakır,osm_overpass,neighbourhood,37.3923475,-5.967668
San Pablo C,san pablo c,san pablo c,Sur,Diyarbakır,osm_overpass,neighbourhood,37.3944677,-5.9599711
San Pablo D y E,san pablo d y e,san pablo d y e,Sur,Diyarbakır,osm_overpass,neighbourhood,37.3987681,-5.9587936
San Pablo-Santa Justa,san pablo-santa justa,san pablo-santa justa,Sur,Diyarbakır,osm_overpass,suburb,37.3940852,-5.9616634
San Pascual,san pascual,san pascual,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4442363,-76.5283572
San Pedro,san pedro,san pedro,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6756085,-1.7034582
San Pedro Claver,san pedro claver,san pedro claver,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4245509,-76.5047604
San Pío X,san pío x,san pío x,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9726103,-1.13533
San Rafael,san rafael,san rafael,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7092478,-4.4490876
San Rafael de la Albaida,san rafael de la albaida,san rafael de la albaida,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8971142,-4.8090948
San Roque,san roque,san roque,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9980267,-1.0882206
San Sebastián,san sebastián,san sebastián,Sur,Diyarbakır,osm_overpass,neighbourhood,37.763553,-3.7990404
San Vicente,san vicente,san vicente,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4669999,-76.5260269
San Vicente de Paúl,san vicente de paúl,san vicente de paúl,Sur,Diyarbakır,osm_overpass,neighbourhood,37.7725731,-3.802359
Sanayi Mah.,sanayi,sanayi,Sur,Diyarbakır,osm_overpass,suburb,37.8465143,40.6806364
Sanders,sanders,sanders,Sur,Diyarbakır,osm_overpass,neighbourhood,37.181487,-3.6182759
Sangonera la Seca,sangonera la seca,sangonera la seca,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9617115,-1.2302881
Sangonera la Verde o Ermita Nueva,sangonera la verde o ermita nueva,sangonera la verde o ermita nueva,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9297305,-1.2076529
Sanlúcar Club de Campo,sanlúcar club de campo,sanlúcar club de campo,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7891503,-6.321619
Santa Adela,santa adela,santa adela,Sur,Diyarbakır,osm_overpass,neighbourhood,37.1552459,-3.5992517
Santa Amalia,santa amalia,santa amalia,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7382543,-4.4149838
Santa Ana,santa ana,santa ana,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6646078,-1.0055994
Santa Anita - La Selva,santa anita - la selva,santa anita - la selva,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4063604,-76.5383041
Santa Aurelia-Cantábrico-Atlántico-La Romería,santa aurelia-cantábrico-atlántico-la romería,santa aurelia-cantábrico-atlántico-la romería,Sur,Diyarbakır,osm_overpass,neighbourhood,37.3847065,-5.9487651
Santa Barbara,santa barbara,santa barbara,Sur,Diyarbakır,osm_overpass,neighbourhood,3.5299201,-76.3074285
Santa Bárbara,santa bárbara,santa bárbara,Sur,Diyarbakır,osm_overpass,neighbourhood,37.1781436,-3.1081636
Santa Catalina,santa catalina,santa catalina,Sur,Diyarbakır,osm_overpass,neighbourhood,37.985431,-1.1330099
Santa Clara,santa clara,santa clara,Sur,Diyarbakır,osm_overpass,neighbourhood,37.3992574,-5.9532167
Santa Cristina,santa cristina,santa cristina,Sur,Diyarbakır,osm_overpass,neighbourhood,36.711162,-4.456677
Santa Cruz,santa cruz,santa cruz,Sur,Diyarbakır,osm_overpass,neighbourhood,37.3853641,-5.991047
Santa Elena,santa elena,santa elena,Sur,Diyarbakır,osm_overpass,neighbourhood,37.7410153,-2.5507291
Santa Elo,santa elo,santa elo,Sur,Diyarbakır,osm_overpass,neighbourhood,37.2237766,-5.4476055
Santa Eufemia,santa eufemia,santa eufemia,Sur,Diyarbakır,osm_overpass,neighbourhood,37.3786164,-6.0428064
Santa Eulalia,santa eulalia,santa eulalia,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9854588,-1.1249655
Santa Fe,santa fe,santa fe,Sur,Diyarbakır,osm_overpass,neighbourhood,37.4355634,-5.7210238
Santa Fe de Khessini,santa fe de khessini,santa fe de khessini,Sur,Diyarbakır,osm_overpass,neighbourhood,-16.5301729,-68.0477931
Santa Fé,santa fé,santa fé,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4400531,-76.5057022
Santa Helena,santa helena,santa helena,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4273141,-76.5229597
Santa Isabel,santa isabel,santa isabel,Sur,Diyarbakır,osm_overpass,neighbourhood,37.7765849,-3.7998179
Santa Isabel Este,santa isabel este,santa isabel este,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8897319,-4.8129561
Santa Isabel Oeste,santa isabel oeste,santa isabel oeste,Sur,Diyarbakır,osm_overpass,neighbourhood,37.889588,-4.8188754
Santa Isabel-Puerto de la Torre,santa isabel-puerto de la torre,santa isabel-puerto de la torre,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7398677,-4.4879562
Santa Julia,santa julia,santa julia,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7110386,-4.4437738
Santa Juliana,santa juliana,santa juliana,Sur,Diyarbakır,osm_overpass,suburb,37.1497885,-3.6148156
Santa Lucía,santa lucía,santa lucía,Sur,Diyarbakır,osm_overpass,neighbourhood,37.5987985,-0.9704261
Santa Luisa,santa luisa,santa luisa,Sur,Diyarbakır,osm_overpass,neighbourhood,3.7202172,-75.4886848
Santa Margarita,santa margarita,santa margarita,Sur,Diyarbakır,osm_overpass,quarter,38.0983811,-3.6319627
Santa Marina,santa marina,santa marina,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8911246,-4.7743689
Santa Marta,santa marta,santa marta,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7103247,-4.4423219
Santa María,santa maría,santa maría,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6779244,-1.7014815
Santa María de Gracia,santa maría de gracia,santa maría de gracia,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9941988,-1.1393876
Santa María de Ordás-San Nicolás,santa maría de ordás-san nicolás,santa maría de ordás-san nicolás,Sur,Diyarbakır,osm_overpass,neighbourhood,37.4030202,-5.9752374
Santa María del Mar,santa maría del mar,santa maría del mar,Sur,Diyarbakır,osm_overpass,suburb,36.5208337,-6.2862141
Santa Mónica,santa mónica,santa mónica,Sur,Diyarbakır,osm_overpass,neighbourhood,,
Santa Mónica Belalcázar,santa mónica belalcázar,santa mónica belalcázar,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4371133,-76.5202689
Santa Mónica Popular,santa mónica popular,santa mónica popular,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4385543,-76.5097676
Santa Mónica recidencial,santa mónica recidencial,santa mónica recidencial,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4692677,-76.5307206
Santa Paula,santa paula,santa paula,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6916682,-4.44708
Santa Paula Miramar,santa paula miramar,santa paula miramar,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7263093,-4.3941115
Santa Quiteria,santa quiteria,santa quiteria,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6723899,-1.6886197
Santa Rita,santa rita,santa rita,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4523154,-76.5524554
Santa Rosa,santa rosa,santa rosa,Sur,Diyarbakır,osm_overpass,neighbourhood,37.3896261,-6.079135
Santa Rosalía,santa rosalía,santa rosalía,Sur,Diyarbakır,osm_overpass,neighbourhood,37.7504658,-0.8973273
Santa Rosalía-Maqueda,santa rosalía-maqueda,santa rosalía-maqueda,Sur,Diyarbakır,osm_overpass,suburb,36.7325047,-4.5692533
Santa Teresa,santa teresa,santa teresa,Sur,Diyarbakır,osm_overpass,neighbourhood,37.4640969,-6.0091896
Santa Teresita,santa teresita,santa teresita,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4524011,-76.5477026
Santa Águeda,santa águeda,santa águeda,Sur,Diyarbakır,osm_overpass,neighbourhood,36.703394,-4.5439842
Santaella de Fátima,santaella de fátima,santaella de fátima,Sur,Diyarbakır,osm_overpass,neighbourhood,37.4323963,-5.7189155
Santana,santana,santana,Sur,Diyarbakır,osm_overpass,quarter,38.1050109,-3.6204866
Santander,santander,santander,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4629604,-76.515044
Santiago,santiago,santiago,Sur,Diyarbakır,osm_overpass,neighbourhood,37.6773998,-1.697568
Santiago de la Ribera,santiago de la ribera,santiago de la ribera,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8041485,-0.8076153
Santiago El Mayor,santiago el mayor,santiago el mayor,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9722281,-1.1238934
Santo Cristo,santo cristo,santo cristo,Sur,Diyarbakır,osm_overpass,neighbourhood,37.1923521,-5.5081415
Santo Domingo,santo domingo,santo domingo,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4125656,-76.5323179
Santo Tomás,santo tomás,santo tomás,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6707217,-6.1358511
Santo Ángel,santo ángel,santo ángel,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9415371,-1.129094
Santofimio,santofimio,santofimio,Sur,Diyarbakır,osm_overpass,neighbourhood,3.7217843,-75.4633422
Saray Mah.,saray,saray,Sur,Diyarbakır,osm_overpass,suburb,38.2703014,39.7605332
Savaş Mah.,savaş,savas,Sur,Diyarbakır,osm_overpass,suburb,37.9106755,40.2379361
Sea and Sun Hills Estepona,sea and sun hills estepona,sea and sun hills estepona,Sur,Diyarbakır,osm_overpass,neighbourhood,36.4600949,-5.0798755
Sea Flower,sea flower,sea flower,Sur,Diyarbakır,osm_overpass,neighbourhood,36.5047235,-4.703243
Sector Cepeda,sector cepeda,sector cepeda,Sur,Diyarbakır,osm_overpass,neighbourhood,3.3795124,-76.5677952
Sector Las Piedras,sector las piedras,sector las piedras,Sur,Diyarbakır,osm_overpass,neighbourhood,3.5934611,-76.4917237
Sector Meléndez,sector meléndez,sector meléndez,Sur,Diyarbakır,osm_overpass,neighbourhood,3.3729985,-76.547721
Sector Sur,sector sur,sector sur,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8664204,-4.7780581
Segalerva,segalerva,segalerva,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7324279,-4.4231722
Segovia,segovia,segovia,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7238481,-4.5460965
Segunda Aguada,segunda aguada,segunda aguada,Sur,Diyarbakır,osm_overpass,suburb,36.5135018,-6.2769626
Selahattin Mah.,selahattin,selahattin,Sur,Diyarbakır,osm_overpass,suburb,38.1406485,41.0051964
Selahattin Eyyubi Mah.,selahattin eyyubi,selahattin eyyubi,Sur,Diyarbakır,osm_overpass,suburb,37.9335635,40.2023501
Selwomar,selwomar,selwomar,Sur,Diyarbakır,osm_overpass,neighbourhood,36.4582145,-5.0790924
Senda de Granada,senda de granada,senda de granada,Sur,Diyarbakır,osm_overpass,neighbourhood,38.0101118,-1.1329239
Serapgüzeli,serapgüzeli,serapguzeli,Sur,Diyarbakır,osm_overpass,neighbourhood,37.9057878,40.0816011
Serones,serones,serones,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6246832,-6.2157292
Serrania,serrania,serrania,Sur,Diyarbakır,osm_overpass,neighbourhood,36.5230013,-4.8803307
Serranías de Calacoto,serranías de calacoto,serranías de calacoto,Sur,Diyarbakır,osm_overpass,neighbourhood,-16.5467533,-68.0685448
Serretilla,serretilla,serretilla,Sur,Diyarbakır,osm_overpass,neighbourhood,38.109927,-1.3109071
Sevilla Este,sevilla este,sevilla este,Sur,Diyarbakır,osm_overpass,neighbourhood,37.400697,-5.9260271
Seyrantepe Mah.,seyrantepe,seyrantepe,Sur,Diyarbakır,osm_overpass,suburb,37.8495741,40.687533
Seyrantepe Sanayi Mah.,seyrantepe sanayi,seyrantepe sanayi,Sur,Diyarbakır,osm_overpass,suburb,37.9462755,40.1946561
Señorío de Calahonda,señorío de calahonda,señorío de calahonda,Sur,Diyarbakır,osm_overpass,neighbourhood,36.4900786,-4.7193574
Sierra Blanca Country Club,sierra blanca country club,sierra blanca country club,Sur,Diyarbakır,osm_overpass,neighbourhood,36.5476139,-4.9475987
Sierra Blanquilla,sierra blanquilla,sierra blanquilla,Sur,Diyarbakır,osm_overpass,neighbourhood,36.735666,-4.4068095
Sierra del Retín,sierra del retín,sierra del retín,Sur,Diyarbakır,osm_overpass,neighbourhood,36.1688004,-5.869899
Sierra Golf,sierra golf,sierra golf,Sur,Diyarbakır,osm_overpass,neighbourhood,37.8576396,-0.9855018
Sierra Gorda,sierra gorda,sierra gorda,Sur,Diyarbakır,osm_overpass,neighbourhood,36.678494,-4.7205019
Sierra Llana I,sierra llana i,sierra llana i,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7216624,-4.6108624
Sierramar,sierramar,sierramar,Sur,Diyarbakır,osm_overpass,neighbourhood,36.5247806,-4.8907005
Siete de Agosto,siete de agosto,siete de agosto,Sur,Diyarbakır,osm_overpass,neighbourhood,3.447464,-76.4864624
Siglo XXI,siglo xxi,siglo xxi,Sur,Diyarbakır,osm_overpass,neighbourhood,,
Siglo XXI II Etapa,siglo xxi ii etapa,siglo xxi ii etapa,Sur,Diyarbakır,osm_overpass,neighbourhood,,
Siloe,siloe,siloe,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4168849,-76.5572599
Siloé,siloé,siloé,Sur,Diyarbakır,osm_overpass,neighbourhood,3.420314,-76.5555508
Simon Bolivar,simon bolivar,simon bolivar,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4419685,-76.5178196
Simón Bolívar,simón bolívar,simón bolívar,Sur,Diyarbakır,osm_overpass,neighbourhood,,
Simón Verde,simón verde,simón verde,Sur,Diyarbakır,osm_overpass,quarter,37.3391736,-6.0361425
Sindical,sindical,sindical,Sur,Diyarbakır,osm_overpass,neighbourhood,3.4306501,-76.5007854
Singla,singla,singla,Sur,Diyarbakır,osm_overpass,suburb,38.0218,-1.94401
Siscar,siscar,siscar,Sur,Diyarbakır,osm_overpass,neighbourhood,38.0681324,-1.0264535
Sitio de Peñablanca,sitio de peñablanca,sitio de peñablanca,Sur,Diyarbakır,osm_overpass,neighbourhood,36.5094562,-4.9581276
Sitio del Golf,sitio del golf,sitio del golf,Sur,Diyarbakır,osm_overpass,neighbourhood,36.5472268,-4.6687694
Sixto,sixto,sixto,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6960951,-4.4488237
Soho,soho,soho,Sur,Diyarbakır,osm_overpass,quarter,36.715839,-4.4236126
Sol Granados del Mar,sol granados del mar,sol granados del mar,Sur,Diyarbakır,osm_overpass,neighbourhood,36.4328756,-5.1143567
Solana de la Mora,solana de la mora,solana de la mora,Sur,Diyarbakır,osm_overpass,neighbourhood,37.2740503,-3.568002
Solana Village,solana village,solana village,Sur,Diyarbakır,osm_overpass,neighbourhood,36.5417026,-4.727306
Solarte,solarte,solarte,Sur,Diyarbakır,osm_overpass,neighbourhood,,
Solete Alto,solete alto,solete alto,Sur,Diyarbakır,osm_overpass,neighbourhood,36.6610521,-6.1190414
Soliva Este,soliva este,soliva este,Sur,Diyarbakır,osm_overpass,neighbourhood,36.7238371,-4.4922644
Solobella,solobella,solobella,Sur,Diyarbakır,osm_overpass,neighbourhood,36.5019848,-4.7251557
Soto Alto,soto alto,soto alto,Sur,Diyarbakır,osm_overpass,neighbourhood,36.2873002,-5.3419097
Sotogordo,sotogordo,sotogordo,Sur,Diyarbakır,osm_overpass,suburb,,
Sotogrande,sotogrande,sotogrande,Sur,Diyarbakır,osm_overpass,suburb,36.2820648,-5.2970604
